Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
74290,1.13987,68,577,877,2814984,3103954,-113.836,0
74330,1.13987,68,537,877,2813849,3101616,254.174,0
74374,1.13987,68,493,877,2813272,3100385,375.34,0
74414,1.13987,68,453,877,2812911,3099792,152.457,0
74454,1.12884,67,663,885,2813174,3100568,-224.256,1
74494,1.12884,67,623,885,2813956,3102087,-471.101,0
74534,1.12884,67,583,885,2814394,3102841,-412.431,0
74577,1.12884,67,540,885,2813835,3101429,-148.875,0
74617,1.12884,67,500,885,2812696,3098905,16.6815,0
74657,1.11845,67,670,894,2812397,3098436,-100.436,1
74697,1.11845,67,630,894,2812769,3099529,-367.21,0
74737,1.11845,67,590,894,2814529,3102884,-442.905,0
74782,1.11845,67,545,894,2814679,3103174,-131.674,0
74822,1.11845,67,505,894,2813607,3101056,317.089,0
74862,1.11845,67,465,894,2812823,3099427,492.559,0
74902,1.11845,67,425,894,2812530,3098892,286.224,0
74942,1.10838,66,676,902,2812794,3099627,-93.3988,1
74982,1.10838,66,636,902,2814018,3102094,-315.769,0
74987,1.10838,66,631,902,2814704,3103432,-163.233,0
75027,1.10838,66,591,902,2814535,3103199,257.595,0
75067,1.10838,66,551,902,2813801,3101527,607.074,0
75107,1.10838,66,511,902,2812877,3099369,605.192,0
75147,1.10838,66,471,902,2812391,3098652,222.113,0
75188,1.0995,65,681,909,2813032,3100301,-286.776,1
75228,1.0995,65,641,909,2814229,3102516,-538.127,0
75268,1.0995,65,601,909,2813768,3101666,-400.189,0
75308,1.0995,65,561,909,2813077,3100009,-133.439,0
75348,1.0995,65,521,909,2812832,3099282,-14.0133,0
